GAP_code,common_name,scientific_name,start_date,end_date,publication_date,citation,place_keywords,theme_keywords,editor,reviewer,NatureServe_element_code,TSN_code,Global_SEQ_ID,input_data,IPDS,abstract,doi,ScienceBase_url
mMUDEx,Mule Deer,Odocoileus hemionus,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Mule Deer (Odocoileus hemionus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7125R2H.",United States,"Odocoileus hemionus, Mule Deer",Jeff Lonneker,Jeff Lonneker,AMALC02010,180698,101365,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Mule Deer.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7125R2H,https://www.sciencebase.gov/catalog/item/58fa7069e4b0b7ea545259c2
mNADEx,North American Deermouse,Peromyscus maniculatus,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, North American Deermouse (Peromyscus maniculatus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7W957K6.",United States,"Peromyscus maniculatus, North American Deermouse",Nathan Tarr,Steve Williams,AMAFF03040,180276,101416,['undocumented'],IP-082267,"This dataset represents a species habitat distribution model for North American Deermouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7W957K6,https://www.sciencebase.gov/catalog/item/58fa707be4b0b7ea545259c5
mNALSx,North American Least Shrew,Cryptotis parva,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, North American Least Shrew (Cryptotis parva) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7RJ4GVG.",United States,"Cryptotis parva, North American Least Shrew",Nathan Tarr,Matt Rubino,AMABA04010,179971,791224,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for North American Least Shrew.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7RJ4GVG,https://www.sciencebase.gov/catalog/item/58fa7092e4b0b7ea545259c8
mNAPOx,North American Porcupine,Erethizon dorsata,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, North American Porcupine (Erethizon dorsata) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7MS3R5M.",United States,"Erethizon dorsata, North American Porcupine",Nathan Tarr,Matt Rubino,AMAFJ01010,180393,101195,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for North American Porcupine.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7MS3R5M,https://www.sciencebase.gov/catalog/item/58fa70a4e4b0b7ea545259cb
mNAROx,North American River Otter,Lontra canadensis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, North American River Otter (Lontra canadensis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7H41PT2.",United States,"Lontra canadensis, North American River Otter",Thomas Laxson,Jeff Lonneker,AMAJF10010,180549,102243,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for North American River Otter.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7H41PT2,https://www.sciencebase.gov/catalog/item/58fa70b9e4b0b7ea545259ce
mNASQx,Nelson's Antelope Squirrel,Ammospermophilus nelsoni,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Nelson's Antelope Squirrel (Ammospermophilus nelsoni) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7CC0Z3R.",United States,"Ammospermophilus nelsoni, Nelson's Antelope Squirrel",Nathan Tarr,Matt Rubino,AMAFB04040,180182,101173,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Nelson's Antelope Squirrel.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7CC0Z3R,https://www.sciencebase.gov/catalog/item/58fa70cde4b0b7ea545259d1
mNAWVx,North American Water Vole,Microtus richardsoni,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, North American Water Vole (Microtus richardsoni) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F77M06BZ.",United States,"Microtus richardsoni, North American Water Vole",Matt Rubino,Nathan Tarr,AMAFF11190,180315,102649,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for North American Water Vole.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F77M06BZ,https://www.sciencebase.gov/catalog/item/58fa70dfe4b0b7ea545259d4
mNBARx,Nine-banded Armadillo,Dasypus novemcinctus,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Nine-banded Armadillo (Dasypus novemcinctus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F73T9FMP.",United States,"Dasypus novemcinctus, Nine-banded Armadillo",Nathan Tarr,Matt Rubino,AMADA01010,180103,100467,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Nine-banded Armadillo.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F73T9FMP,https://www.sciencebase.gov/catalog/item/58fa70f3e4b0b7ea545259d7
mNBDEx,Northern Baja Deermouse,Peromyscus fraterculus,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Northern Baja Deermouse (Peromyscus fraterculus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7028PXQ.",United States,"Peromyscus fraterculus, Northern Baja Deermouse",Nathan Tarr,Matt Rubino,AMAFF03200,970631,641145,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Northern Baja Deermouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7028PXQ,https://www.sciencebase.gov/catalog/item/58fa7104e4b0b7ea545259da
mNBLEx,Northern Bog Lemming,Synaptomys borealis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Northern Bog Lemming (Synaptomys borealis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7V986FT.",United States,"Synaptomys borealis, Northern Bog Lemming",Matt Rubino,Jeff Lonneker,AMAFF17020,180323,105448,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Northern Bog Lemming.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7V986FT,https://www.sciencebase.gov/catalog/item/58fa7118e4b0b7ea545259dd
mNESEx,Northern Elephant Seal,Mirounga angustirostris,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Northern Elephant Seal (Mirounga angustirostris) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7QJ7FQ3.",United States,"Mirounga angustirostris, Northern Elephant Seal",Thomas Laxson,Jeff Lonneker,AMAJG06010,180672,105540,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Northern Elephant Seal.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7QJ7FQ3,https://www.sciencebase.gov/catalog/item/58fa712ae4b0b7ea545259e0
mNFKRx,Narrow-faced Kangaroo Rat,Dipodomys venustus,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Narrow-faced Kangaroo Rat (Dipodomys venustus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7KW5DFJ.",United States,"Dipodomys venustus, Narrow-faced Kangaroo Rat",Matt Rubino,Steve Williams,AMAFD03040,180248,101919,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Narrow-faced Kangaroo Rat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7KW5DFJ,https://www.sciencebase.gov/catalog/item/58fa713be4b0b7ea545259e3
mNFSEx,Northern Fur Seal,Callorhinus ursinus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Northern Fur Seal (Callorhinus ursinus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7G44NQ4.",United States,"Callorhinus ursinus, Northern Fur Seal",Thomas Laxson,Jeff Lonneker,AMAJC01010,180627,106425,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Northern Fur Seal.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7G44NQ4,https://www.sciencebase.gov/catalog/item/58fa7150e4b0b7ea545259e6
mNFSQa,San Bernardino Flying Squirrel,Glaucomys sabrinus californicus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, San Bernardino Flying Squirrel (Glaucomys sabrinus californicus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7BC3WZZ.",United States,"Glaucomys sabrinus californicus, San Bernardino Flying Squirrel",Nathan Tarr,Matt Rubino,AMAFB09021,632537,106172,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for San Bernardino Flying Squirrel.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7BC3WZZ,https://www.sciencebase.gov/catalog/item/58fa7162e4b0b7ea545259e9
mNFSQf,Virginia Northern Flying Squirrel,Glaucomys sabrinus fuscus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Virginia Northern Flying Squirrel (Glaucomys sabrinus fuscus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F76M3571.",United States,"Glaucomys sabrinus fuscus, Virginia Northern Flying Squirrel",Nathan Tarr,Matt Rubino,AMAFB09023,202356,102166,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Virginia Northern Flying Squirrel.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F76M3571,https://www.sciencebase.gov/catalog/item/58fa7176e4b0b7ea545259ec
mNFSQo,Carolina Northern Flying Squirrel,Glaucomys sabrinus coloratus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Carolina Northern Flying Squirrel (Glaucomys sabrinus coloratus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F72V2DH9.",United States,"Glaucomys sabrinus coloratus, Carolina Northern Flying Squirrel",Nathan Tarr,Matt Rubino,AMAFB09022,202355,101609,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Carolina Northern Flying Squirrel.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F72V2DH9,https://www.sciencebase.gov/catalog/item/58fa7188e4b0b7ea545259ef
mNFSQx,Northern Flying Squirrel,Glaucomys sabrinus,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Northern Flying Squirrel (Glaucomys sabrinus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7Z31X1B.",United States,"Glaucomys sabrinus, Northern Flying Squirrel",Nathan Tarr,Jeff Lonneker,AMAFB09020,180169,101032,['undocumented'],IP-082267,"This dataset represents a species habitat distribution model for Northern Flying Squirrel.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7Z31X1B,https://www.sciencebase.gov/catalog/item/58fa719ae4b0b7ea545259f2
mNGCOx,New England Cottontail,Sylvilagus transitionalis,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, New England Cottontail (Sylvilagus transitionalis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7TB1590.",United States,"Sylvilagus transitionalis, New England Cottontail",Matt Rubino,Matt Rubino,AMAEB01110,180127,791204,"['forest_edge', 'natl_GAP_land_cover_ver1.0_(2001)']",IP-082267,"This dataset represents a species habitat distribution model for New England Cottontail.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7TB1590,https://www.sciencebase.gov/catalog/item/58fa71b7e4b0b7ea545259f5
mNGMOx,Northern Grasshopper Mouse,Onychomys leucogaster,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Northern Grasshopper Mouse (Onychomys leucogaster) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7PN941W.",United States,"Onychomys leucogaster, Northern Grasshopper Mouse",Matt Rubino,Nathan Tarr,AMAFF06010,180382,104168,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Northern Grasshopper Mouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7PN941W,https://www.sciencebase.gov/catalog/item/58fa71c9e4b0b7ea545259f8
mNMSHx,New Mexico Shrew,Sorex neomexicanus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, New Mexico Shrew (Sorex neomexicanus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7JW8C95.",United States,"Sorex neomexicanus, New Mexico Shrew",Nathan Tarr,Matt Rubino,AMABA01340,555657,105390,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for New Mexico Shrew.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7JW8C95,https://www.sciencebase.gov/catalog/item/58fa71dbe4b0b7ea545259fb
mNODEx,Northwestern Deermouse,Peromyscus keeni,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Northwestern Deermouse (Peromyscus keeni) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7F47MJ9.",United States,"Peromyscus keeni, Northwestern Deermouse",Nathan Tarr,Steve Williams,AMAFF03190,552497,100124,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Northwestern Deermouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7F47MJ9,https://www.sciencebase.gov/catalog/item/58fa71efe4b0b7ea545259fe
mNOMYx,Northern Myotis,Myotis septentrionalis,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Northern Myotis (Myotis septentrionalis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F79C6VTK.",United States,"Myotis septentrionalis, Northern Myotis",Nathan Tarr,Matt Rubino,AMACC01150,180000,102615,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Northern Myotis.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F79C6VTK,https://www.sciencebase.gov/catalog/item/58fa7202e4b0b7ea54525a01
mNOSSx,Northern Short-tailed Shrew,Blarina brevicauda,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Northern Short-tailed Shrew (Blarina brevicauda) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F75M643N.",United States,"Blarina brevicauda, Northern Short-tailed Shrew",Nathan Tarr,Matt Rubino,AMABA03010,179967,104671,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Northern Short-tailed Shrew.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F75M643N,https://www.sciencebase.gov/catalog/item/58fa7214e4b0b7ea54525a04
mNPGOx,Northern Pocket Gopher,Thomomys talpoides,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Northern Pocket Gopher (Thomomys talpoides) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F71V5CBG.",United States,"Thomomys talpoides, Northern Pocket Gopher",Matt Rubino,Nathan Tarr,AMAFC01040,180228,104542,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Northern Pocket Gopher.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F71V5CBG,https://www.sciencebase.gov/catalog/item/58fa7228e4b0b7ea54525a07
mNPMOx,Nelson's Pocket Mouse,Chaetodipus nelsoni,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Nelson's Pocket Mouse (Chaetodipus nelsoni) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7X34VV3.",United States,"Chaetodipus nelsoni, Nelson's Pocket Mouse",Nathan Tarr,Matt Rubino,AMAFD05070,552485,101745,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Nelson's Pocket Mouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7X34VV3,https://www.sciencebase.gov/catalog/item/58fa723de4b0b7ea54525a0a
mNPYMx,Northern Pygmy Mouse,Baiomys taylori,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Northern Pygmy Mouse (Baiomys taylori) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7SF2TKJ.",United States,"Baiomys taylori, Northern Pygmy Mouse",Ken Boykin,Jeff Lonneker,AMAFF05010,180368,104307,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Northern Pygmy Mouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7SF2TKJ,https://www.sciencebase.gov/catalog/item/58fa7251e4b0b7ea54525a0d
mNRDEx,Northern Rock Deermouse,Peromyscus nasutus,2008.0,2016.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Northern Rock Deermouse (Peromyscus nasutus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7NP22V6.",United States,"Peromyscus nasutus, Northern Rock Deermouse",Nathan Tarr,Matt Rubino,AMAFF03140,552496,104292,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Northern Rock Deermouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7NP22V6,https://www.sciencebase.gov/catalog/item/58fa7263e4b0b7ea54525a10
mNYBAx,Northern Yellow Bat,Lasiurus intermedius,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Northern Yellow Bat (Lasiurus intermedius) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7HX1B3F.",United States,"Lasiurus intermedius, Northern Yellow Bat",Nathan Tarr,Matt Rubino,AMACC05040,180019,106346,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Northern Yellow Bat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7HX1B3F,https://www.sciencebase.gov/catalog/item/58fa7276e4b0b7ea54525a13
mOBPMx,Olive-backed Pocket Mouse,Perognathus fasciatus,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Olive-backed Pocket Mouse (Perognathus fasciatus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7D50KC1.",United States,"Perognathus fasciatus, Olive-backed Pocket Mouse",Matt Rubino,Nathan Tarr,AMAFD01010,180260,105335,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Olive-backed Pocket Mouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7D50KC1,https://www.sciencebase.gov/catalog/item/58fa7289e4b0b7ea54525a16
mOCELx,Ocelot,Leopardus pardalis,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Ocelot (Leopardus pardalis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F78C9TNR.",United States,"Leopardus pardalis, Ocelot",Nathan Tarr,Matt Rubino,AMAJH05010,552470,104046,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Ocelot.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F78C9TNR,https://www.sciencebase.gov/catalog/item/58fa729fe4b0b7ea54525a19
mOKRAx,Ord's Kangaroo Rat,Dipodomys ordii,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Ord's Kangaroo Rat (Dipodomys ordii) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F74M92XD.",United States,"Dipodomys ordii, Ord's Kangaroo Rat",Thomas Laxson,Jeff Lonneker,AMAFD03010,180244,103588,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Ord's Kangaroo Rat.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F74M92XD,https://www.sciencebase.gov/catalog/item/58fa72b4e4b0b7ea54525a1c
mOLDEa,Choctawhatchee Beach Deermouse,Peromyscus polionotus allophrys,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Choctawhatchee Beach Deermouse (Peromyscus polionotus allophrys) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F70V8B63.",United States,"Peromyscus polionotus allophrys, Choctawhatchee Beach Deermouse",Matt Rubino,Steve Williams,AMAFF03065,180290,100415,"['natl_GAP_land_cover_ver1.0_(2001)', 'human_impact_avoidance']",IP-082267,"This dataset represents a species habitat distribution model for Choctawhatchee Beach Deermouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F70V8B63,https://www.sciencebase.gov/catalog/item/58fa72cbe4b0b7ea54525a1f
mOLDEh,Anastasia Beach Deermouse,Peromyscus polionotus phasma,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Anastasia Beach Deermouse (Peromyscus polionotus phasma) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7W66J5W.",United States,"Peromyscus polionotus phasma, Anastasia Beach Deermouse",Matt Rubino,Steve Williams,AMAFF03066,180290,105259,"['natl_GAP_land_cover_ver1.0_(2001)', 'human_impact_avoidance']",IP-082267,"This dataset represents a species habitat distribution model for Anastasia Beach Deermouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7W66J5W,https://www.sciencebase.gov/catalog/item/58fa72dfe4b0b7ea54525a22
mOLDEl,Santa Rosa Beach Deermouse,Peromyscus polionotus leucocephalus,2008.0,2015.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Santa Rosa Beach Deermouse (Peromyscus polionotus leucocephalus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/F7RF5SF5.",United States,"Peromyscus polionotus leucocephalus, Santa Rosa Beach Deermouse",Matt Rubino,Steve Williams,AMAFF03067,180290,101599,"['natl_GAP_land_cover_ver1.0_(2001)', 'human_impact_avoidance']",IP-082267,"This dataset represents a species habitat distribution model for Santa Rosa Beach Deermouse.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range.",https://doi.org/10.5066/F7RF5SF5,https://www.sciencebase.gov/catalog/item/58fa72f3e4b0b7ea54525a25
