GAP_code,common_name,scientific_name,start_date,end_date,publication_date,citation,place_keywords,theme_keywords,modeler,NatureServe_element_code,TSN_code,EGT_ID,input_data,IPDS,abstract
rBKMTx,Black-knobbed Map Turtle,Graptemys nigrinoda,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Black-knobbed Map Turtle (Graptemys nigrinoda) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Graptemys nigrinoda, Black-knobbed Map Turtle",,ARAAD05060,173797,106155,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Black-knobbed Map Turtle.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rBLSSx,Black Swampsnake,Seminatrix pygaea,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Black Swampsnake (Seminatrix pygaea) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Seminatrix pygaea, Black Swampsnake",,ARADB31010,174273,103894,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Black Swampsnake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rBMTUx,Barbour's Map Turtle,Graptemys barbouri,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Barbour's Map Turtle (Graptemys barbouri) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Graptemys barbouri, Barbour's Map Turtle",,ARAAD05010,173791,105092,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Barbour's Map Turtle.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rBNGAx,Black-necked Gartersnake,Thamnophis cyrtopsis,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Black-necked Gartersnake (Thamnophis cyrtopsis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Thamnophis cyrtopsis, Black-necked Gartersnake",Ken Boykin,ARADB36040,174141,100881,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Black-necked Gartersnake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rBNLIx,Bezy's Night Lizard,Xantusia bezyi,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Bezy's Night Lizard (Xantusia bezyi) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Xantusia bezyi, Bezy's Night Lizard",Ken Boykin,ARACK01060,683048,102461,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Bezy's Night Lizard.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rBNLLx,Blunt-nosed Leopard Lizard,Gambelia sila,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Blunt-nosed Leopard Lizard (Gambelia sila) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Gambelia sila, Blunt-nosed Leopard Lizard",Ken Boykin,ARACF07010,564570,101103,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Blunt-nosed Leopard Lizard.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rBOTUx,Bog Turtle,Glyptemys muhlenbergii,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Bog Turtle (Glyptemys muhlenbergii) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Glyptemys muhlenbergii, Bog Turtle",,ARAAD02040,668670,101495,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Bog Turtle.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rBRLIx,Banded Rock Lizard,Petrosaurus mearnsi,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Banded Rock Lizard (Petrosaurus mearnsi) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Petrosaurus mearnsi, Banded Rock Lizard",Ken Boykin,ARACF11010,173936,103050,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Banded Rock Lizard.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rBRVIx,Brown Vinesnake,Oxybelis aeneus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Brown Vinesnake (Oxybelis aeneus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Oxybelis aeneus, Brown Vinesnake",,ARADB24010,174258,105871,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Brown Vinesnake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rBRVWx,Brazos River Watersnake,Nerodia harteri,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Brazos River Watersnake (Nerodia harteri) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Nerodia harteri, Brazos River Watersnake",Ken Boykin,ARADB22040,174249,101160,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Brazos River Watersnake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rBRWAx,Brown Watersnake,Nerodia taxispilota,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Brown Watersnake (Nerodia taxispilota) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Nerodia taxispilota, Brown Watersnake",,ARADB22070,174255,105109,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Brown Watersnake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rBTRAx,Black-tailed Rattlesnake,Crotalus molossus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Black-tailed Rattlesnake (Crotalus molossus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Crotalus molossus, Black-tailed Rattlesnake",,ARADE02070,174314,105272,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Black-tailed Rattlesnake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rBTURx,Blanding's Turtle,Emydoidea blandingii,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Blanding's Turtle (Emydoidea blandingii) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Emydoidea blandingii, Blanding's Turtle",Ken Boykin,ARAAD04010,173789,100408,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Blanding's Turtle.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rBUGAx,Butler's Gartersnake,Thamnophis butleri,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Butler's Gartersnake (Thamnophis butleri) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Thamnophis butleri, Butler's Gartersnake",Ken Boykin,ARADB36020,174139,103286,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Butler's Gartersnake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCAISx,Central American Indigo Snake,Drymarchon melanurus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Central American Indigo Snake (Drymarchon melanurus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Drymarchon melanurus, Central American Indigo Snake",Ken Boykin,ARADB11010,683032,637223,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Central American Indigo Snake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCALIx,Canyon Lizard,Sceloporus merriami,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Canyon Lizard (Sceloporus merriami) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Sceloporus merriami, Canyon Lizard",Ken Boykin,ARACF14070,173874,101520,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Canyon Lizard.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCBHSx,Chihuahuan Black-headed Snake,Tantilla wilcoxi,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Chihuahuan Black-headed Snake (Tantilla wilcoxi) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Tantilla wilcoxi, Chihuahuan Black-headed Snake",,ARADB35120,174288,103987,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Chihuahuan Black-headed Snake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCCHUx,Common Chuckwalla,Sauromalus ater,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Common Chuckwalla (Sauromalus ater) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Sauromalus ater, Common Chuckwalla",,ARACF13010,564596,102283,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Common Chuckwalla.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCCHWx,Colorado Checkered Whiptail,Aspidoscelis neotesselata,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Colorado Checkered Whiptail (Aspidoscelis neotesselata) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Aspidoscelis neotesselata, Colorado Checkered Whiptail",,ARACJ02200,683028,103410,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Colorado Checkered Whiptail.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCCWHx,Common Checkered Whiptail,Aspidoscelis tesselata,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Common Checkered Whiptail (Aspidoscelis tesselata) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Aspidoscelis tesselata, Common Checkered Whiptail",Ken Boykin,ARACJ02130,174026,100978,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Common Checkered Whiptail.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCDFLx,Colorado Desert Fringe-toed Lizard,Uma notata,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Colorado Desert Fringe-toed Lizard (Uma notata) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Uma notata, Colorado Desert Fringe-toed Lizard",,ARACF15020,173949,105941,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Colorado Desert Fringe-toed Lizard.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCESNx,Cat-eyed Snake,Leptodeira septentrionalis,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Cat-eyed Snake (Leptodeira septentrionalis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Leptodeira septentrionalis, Cat-eyed Snake",Ken Boykin,ARADB20010,174235,101867,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Cat-eyed Snake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCFLSx,Common Five-lined Skink,Plestiodon fasciatus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Common Five-lined Skink (Plestiodon fasciatus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Plestiodon fasciatus, Common Five-lined Skink",Ken Boykin,ARACH01050,173959,104988,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Common Five-lined Skink.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCFTLx,Coachella Fringe-toed Lizard,Uma inornata,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Coachella Fringe-toed Lizard (Uma inornata) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Uma inornata, Coachella Fringe-toed Lizard",Ken Boykin,ARACF15010,173948,103488,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Coachella Fringe-toed Lizard.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCHGAx,Checkered Gartersnake,Thamnophis marcianus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Checkered Gartersnake (Thamnophis marcianus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Thamnophis marcianus, Checkered Gartersnake",Ken Boykin,ARADB36070,174144,101075,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Checkered Gartersnake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCHNIx,Chihuahuan Nightsnake,Hypsiglena jani,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Chihuahuan Nightsnake (Hypsiglena jani) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Hypsiglena jani, Chihuahuan Nightsnake",Ken Boykin,ARADB18040,174232,817057,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Chihuahuan Nightsnake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCHNSx,Chihuahuan Hook-nosed Snake,Gyalopion canum,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Chihuahuan Hook-nosed Snake (Gyalopion canum) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Gyalopion canum, Chihuahuan Hook-nosed Snake",Ken Boykin,ARADB16010,174230,104364,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Chihuahuan Hook-nosed Snake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCHTUx,Chicken Turtle,Deirochelys reticularia,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Chicken Turtle (Deirochelys reticularia) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Deirochelys reticularia, Chicken Turtle",Ken Boykin,ARAAD03010,173786,101923,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Chicken Turtle.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCKINx,Common Kingsnake,Lampropeltis getula,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Common Kingsnake (Lampropeltis getula) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Lampropeltis getula, Common Kingsnake",,ARADB19020,209247,101531,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Common Kingsnake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCLELx,Common Lesser Earless Lizard,Holbrookia maculata,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Common Lesser Earless Lizard (Holbrookia maculata) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Holbrookia maculata, Common Lesser Earless Lizard",Jeff Lonneker,ARACF08020,173927,104129,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Common Lesser Earless Lizard.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCLIZx,California Legless Lizard,Anniella pulchra,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, California Legless Lizard (Anniella pulchra) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Anniella pulchra, California Legless Lizard",,ARACC01010,174095,104041,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for California Legless Lizard.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCLLIx,Cope's Leopard Lizard,Gambelia copeii,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Cope's Leopard Lizard (Gambelia copeii) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Gambelia copeii, Cope's Leopard Lizard",Ken Boykin,ARACF07030,564591,104963,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Cope's Leopard Lizard.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCLSLx,Clark's Spiny Lizard,Sceloporus clarkii,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Clark's Spiny Lizard (Sceloporus clarkii) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Sceloporus clarkii, Clark's Spiny Lizard",Jeff Lonneker,ARACF14010,173868,104172,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Clark's Spiny Lizard.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCMKIx,California Mountain Kingsnake,Lampropeltis zonata,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, California Mountain Kingsnake (Lampropeltis zonata) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Lampropeltis zonata, California Mountain Kingsnake",Ken Boykin,ARADB19060,174193,103484,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for California Mountain Kingsnake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCMTUx,Cagle's Map Turtle,Graptemys caglei,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Cagle's Map Turtle (Graptemys caglei) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Graptemys caglei, Cagle's Map Turtle",Ken Boykin,ARAAD05020,173792,103126,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Cagle's Map Turtle.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCNIGx,Coast Nightsnake,Hypsiglena ochrorhyncha,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Coast Nightsnake (Hypsiglena ochrorhyncha) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Hypsiglena ochrorhyncha, Coast Nightsnake",Ken Boykin,ARADB18030,209311,817032,['natl_GAP_land_cover_ver1.0_(2001)'],IP-082267,"This dataset represents a species habitat distribution model for Coast Nightsnake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCOACx,Coachwhip,Coluber flagellum,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Coachwhip (Coluber flagellum) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Coluber flagellum, Coachwhip",Ken Boykin,ARADB21020,209320,103744,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Coachwhip.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCOGAx,Common Gartersnake,Thamnophis sirtalis,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Common Gartersnake (Thamnophis sirtalis) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Thamnophis sirtalis, Common Gartersnake",Ken Boykin,ARADB36130,174136,101158,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Common Gartersnake.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCOPPx,Copperhead,Agkistrodon contortrix,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Copperhead (Agkistrodon contortrix) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Agkistrodon contortrix, Copperhead",Ken Boykin,ARADE01010,174296,103250,"['hydrology', 'natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Copperhead.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCOSKx,Coal Skink,Plestiodon anthracinus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Coal Skink (Plestiodon anthracinus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Plestiodon anthracinus, Coal Skink",Ken Boykin,ARACH01010,208882,101505,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Coal Skink.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCOSLx,Common Sagebrush Lizard,Sceloporus graciosus,2008.0,2013.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Common Sagebrush Lizard (Sceloporus graciosus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Sceloporus graciosus, Common Sagebrush Lizard",Thomas Laxon,ARACF14030,173870,102981,"['natl_GAP_land_cover_ver1.0_(2001)', 'elevation']",IP-082267,"This dataset represents a species habitat distribution model for Common Sagebrush Lizard.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
rCOTTx,Cottonmouth,Agkistrodon piscivorus,2008.0,2014.0,2017.0,"U.S. Geological Survey - Gap Analysis Program, 2017, Cottonmouth (Agkistrodon piscivorus) Habitat Map, U.S. Geological Survey data release, https://doi.org/10.5066/TOBEDETERMINED.",United States,"Agkistrodon piscivorus, Cottonmouth",Ken Boykin,ARADE01020,174299,103597,"['natl_GAP_land_cover_ver1.0_(2001)', 'hydrology']",IP-082267,"This dataset represents a species habitat distribution model for Cottonmouth.  These habitat maps are created by applying a <a href=""https://www.sciencebase.gov/catalog/item/527d0a83e4b0850ea0518326"">deductive habitat model</a> to remotely-sensed data layers within a species' range."
