"doi","title","pubdate","publisher","url","resourcetype","date","datetype","abstractdesc","abstractdesctype","subject","username","created","modified","status","datasource","datacite_creation_date","link_checking_status"
"doi:10.5066/F7BP01TS","Sorex vagrans paludivagus (Monterey Vagrant Shrew) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1d4e4b063d5d307db1f","Dataset",,,"This dataset represents a species known range extent for Sorex vagrans paludivagus (Monterey Vagrant Shrew). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:54:49.029","2017-11-01 04:54:49.029","reserved",,,
"doi:10.5066/F7GB2329","Ammodramus nelsoni (Nelson's Sharp-tailed Sparrow) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e2a9e4b063d5d307dfdf","Dataset",,,"This dataset represents a species known range extent for Ammodramus nelsoni (Nelson's Sharp-tailed Sparrow). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:54:45.786","2017-11-01 04:54:45.786","reserved",,,
"doi:10.5066/F7M32TRS","Stelgidopteryx serripennis (Northern Rough-winged Swallow) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebf0e4b063d5d307e2bf","Dataset",,,"This dataset represents a species known range extent for Stelgidopteryx serripennis (Northern Rough-winged Swallow). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:54:42.622","2017-11-01 04:54:42.622","reserved",,,
"doi:10.5066/F7QV3KHN","Carpodacus mexicanus (House Finch) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e280e4b063d5d307defb","Dataset",,,"This dataset represents a species known range extent for Carpodacus mexicanus (House Finch). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:54:38.136","2017-11-01 04:54:38.136","reserved",,,
"doi:10.5066/F7VM4B8T","Larus heermanni (Heermann's Gull) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec05e4b063d5d307e365","Dataset",,,"This dataset represents a species known range extent for Larus heermanni (Heermann's Gull). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:54:35.066","2017-11-01 04:54:35.066","reserved",,,
"doi:10.5066/F70C4TS5","Zonotrichia querula (Harris's Sparrow) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec3de4b063d5d307e549","Dataset",,,"This dataset represents a species known range extent for Zonotrichia querula (Harris's Sparrow). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:54:31.985","2017-11-01 04:54:31.985","reserved",,,
"doi:10.5066/F7445KHW","Pelecanus occidentalis californicus (California Brown Pelican) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e216e4b063d5d307dc8b","Dataset",,,"This dataset represents a species known range extent for Pelecanus occidentalis californicus (California Brown Pelican). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:54:28.664","2017-11-01 04:54:28.664","reserved",,,
"doi:10.5066/F77W6B6V","Aythya valisineria (Canvasback) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec07e4b063d5d307e37b","Dataset",,,"This dataset represents a species known range extent for Aythya valisineria (Canvasback). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:54:25.363","2017-11-01 04:54:25.363","reserved",,,
"doi:10.5066/F7CJ8CHV","Dendrocygna autumnalis (Black-bellied Whistling-Duck) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebe2e4b063d5d307e229","Dataset",,,"This dataset represents a species known range extent for Dendrocygna autumnalis (Black-bellied Whistling-Duck). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:54:19.684","2017-11-01 04:54:19.684","reserved",,,
"doi:10.5066/F7H99464","Pluvialis squatarola (Black-bellied Plover) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec78e4b063d5d307e76f","Dataset",,,"This dataset represents a species known range extent for Pluvialis squatarola (Black-bellied Plover). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:54:16.554","2017-11-01 04:54:16.554","reserved",,,
"doi:10.5066/F7N29VZH","Anaxyrus quercicus (Oak Toad) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e257e4b063d5d307de13","Dataset",,,"This dataset represents a species known range extent for Anaxyrus quercicus (Oak Toad). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:54:13.14","2017-11-01 04:54:13.14","reserved",,,
"doi:10.5066/F7RV0MQX","Spizella arborea (American Tree Sparrow) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e2a0e4b063d5d307dfb1","Dataset",,,"This dataset represents a species known range extent for Spizella arborea (American Tree Sparrow). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:54:09.411","2017-11-01 04:54:09.411","reserved",,,
"doi:10.5066/F7WM1CFN","Hydromantes shastae (Shasta Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e2a1e4b063d5d307dfb9","Dataset",,,"This dataset represents a species known range extent for Hydromantes shastae (Shasta Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:54:06.343","2017-11-01 04:54:06.343","reserved",,,
"doi:10.5066/F71C1VW3","Carduelis tristis (American Goldfinch) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e26ce4b063d5d307de89","Dataset",,,"This dataset represents a species known range extent for Carduelis tristis (American Goldfinch). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:54:02.84","2017-11-01 04:54:02.84","reserved",,,
"doi:10.5066/F7542MKC","Eurycea troglodytes (Valdina Farms Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec1ee4b063d5d307e451","Dataset",,,"This dataset represents a species known range extent for Eurycea troglodytes (Valdina Farms Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:53:59.186","2017-11-01 04:53:59.186","reserved",,,
"doi:10.5066/F78S4NZZ","Plethodon ventralis (Southern Zigzag Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e273e4b063d5d307dead","Dataset",,,"This dataset represents a species known range extent for Plethodon ventralis (Southern Zigzag Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:53:55.939","2017-11-01 04:53:55.939","reserved",,,
"doi:10.5066/F7DJ5DN7","Plethodon hubrichti (Peaks Of Otter Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebe2e4b063d5d307e233","Dataset",,,"This dataset represents a species known range extent for Plethodon hubrichti (Peaks Of Otter Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:53:52.725","2017-11-01 04:53:52.725","reserved",,,
"doi:10.5066/F7J965DD","Hyla andersonii (Pine Barrens Treefrog) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e222e4b063d5d307dcd1","Dataset",,,"This dataset represents a species known range extent for Hyla andersonii (Pine Barrens Treefrog). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:53:49.354","2017-11-01 04:53:49.354","reserved",,,
"doi:10.5066/F7P26X56","Plethodon vehiculum (Western Red-backed Salamander) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec18e4b063d5d307e41f","Dataset",,,"This dataset represents a species known range extent for Plethodon vehiculum (Western Red-backed Salamander). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:53:46.262","2017-11-01 04:53:46.262","reserved",,,
"doi:10.5066/F7ST7NW6","Anaxyrus woodhousii (Woodhouse's Toad) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e2a1e4b063d5d307dfb5","Dataset",,,"This dataset represents a species known range extent for Anaxyrus woodhousii (Woodhouse's Toad). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:53:42.951","2017-11-01 04:53:42.951","reserved",,,
"doi:10.5066/F7XK8DKG","Sceloporus graciosus (Common Sagebrush Lizard) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec71e4b063d5d307e719","Dataset",,,"This dataset represents a species known range extent for Sceloporus graciosus (Common Sagebrush Lizard). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:53:39.713","2017-11-01 04:53:39.713","reserved",,,
"doi:10.5066/F72B8X1B","Urocitellus elegans nevadensis (Wyoming Ground Squirrel nevadensis) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec4ae4b063d5d307e5cb","Dataset",,,"This dataset represents a species known range extent for Urocitellus elegans nevadensis (Wyoming Ground Squirrel nevadensis). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:53:36.757","2017-11-01 04:53:36.757","reserved",,,
"doi:10.5066/F7610ZBW","Neotoma leucodon (White-toothed Woodrat) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec6de4b063d5d307e6f9","Dataset",,,"This dataset represents a species known range extent for Neotoma leucodon (White-toothed Woodrat). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:53:34.044","2017-11-01 04:53:34.044","reserved",,,
"doi:10.5066/F79S1Q1V","Microtus pinetorum (Woodland Vole) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec09e4b063d5d307e38d","Dataset",,,"This dataset represents a species known range extent for Microtus pinetorum (Woodland Vole). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:53:29.177","2017-11-01 04:53:29.177","reserved",,,
"doi:10.5066/F7FJ2FSM","Napaeozapus insignis (Woodland Jumping Mouse) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebb7e4b063d5d307e0eb","Dataset",,,"This dataset represents a species known range extent for Napaeozapus insignis (Woodland Jumping Mouse). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:53:20.417","2017-11-01 04:53:20.417","reserved",,,
"doi:10.5066/F7K936JS","Gambelia copeii (Cope's Leopard Lizard) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec29e4b063d5d307e4b1","Dataset",,,"This dataset represents a species known range extent for Gambelia copeii (Cope's Leopard Lizard). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:53:13.057","2017-11-01 04:53:13.057","reserved",,,
"doi:10.5066/F7Q23Z84","Holbrookia maculata (Common Lesser Earless Lizard) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec29e4b063d5d307e4af","Dataset",,,"This dataset represents a species known range extent for Holbrookia maculata (Common Lesser Earless Lizard). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:53:06.556","2017-11-01 04:53:06.556","reserved",,,
"doi:10.5066/F7TT4PZP","Arborimus pomo (Sonoma Tree Vole) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebede4b063d5d307e29d","Dataset",,,"This dataset represents a species known range extent for Arborimus pomo (Sonoma Tree Vole). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:53:00.029","2017-11-01 04:53:00.029","reserved",,,
"doi:10.5066/F7ZG6R83","Neurotrichus gibbsii (Shrew-mole) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1f7e4b063d5d307dbd9","Dataset",,,"This dataset represents a species known range extent for Neurotrichus gibbsii (Shrew-mole). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:52:54.97","2017-11-01 04:52:54.97","reserved",,,
"doi:10.5066/F73777QX","Arborimus longicaudus (Red Tree Vole) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e213e4b063d5d307dc79","Dataset",,,"This dataset represents a species known range extent for Arborimus longicaudus (Red Tree Vole). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:52:51.708","2017-11-01 04:52:51.708","reserved",,,
"doi:10.5066/F77080D6","Sceloporus occidentalis (Western Fence Lizard) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebf8e4b063d5d307e2ff","Dataset",,,"This dataset represents a species known range extent for Sceloporus occidentalis (Western Fence Lizard). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:52:48.715","2017-11-01 04:52:48.715","reserved",,,
"doi:10.5066/F7BR8R5P","Crotalus horridus (Timber Rattlesnake) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec4ae4b063d5d307e5cf","Dataset",,,"This dataset represents a species known range extent for Crotalus horridus (Timber Rattlesnake). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:52:45.34","2017-11-01 04:52:45.34","reserved",,,
"doi:10.5066/F7GH9GZW","Tantilla coronata (Southeastern Crowned Snake) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec33e4b063d5d307e503","Dataset",,,"This dataset represents a species known range extent for Tantilla coronata (Southeastern Crowned Snake). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:52:38.384","2017-11-01 04:52:38.384","reserved",,,
"doi:10.5066/F7M907P5","Pseudemys gorzugi (Rio Grande Cooter) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e204e4b063d5d307dc1f","Dataset",,,"This dataset represents a species known range extent for Pseudemys gorzugi (Rio Grande Cooter). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:52:33.186","2017-11-01 04:52:33.186","reserved",,,
"doi:10.5066/F7R210CF","Agelaius tricolor (Tricolored Blackbird) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e24ae4b063d5d307ddc3","Dataset",,,"This dataset represents a species known range extent for Agelaius tricolor (Tricolored Blackbird). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:52:28.063","2017-11-01 04:52:28.063","reserved",,,
"doi:10.5066/F7VQ31QK","Passerina ciris (Painted Bunting) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec1be4b063d5d307e435","Dataset",,,"This dataset represents a species known range extent for Passerina ciris (Painted Bunting). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:52:24.482","2017-11-01 04:52:24.482","reserved",,,
"doi:10.5066/F70G3J5F","Contopus cooperi (Olive-sided Flycatcher) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1eae4b063d5d307db95","Dataset",,,"This dataset represents a species known range extent for Contopus cooperi (Olive-sided Flycatcher). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:52:21.69","2017-11-01 04:52:21.69","reserved",,,
"doi:10.5066/F74748V9","Peucedramus taeniatus (Olive Warbler) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebeee4b063d5d307e2a5","Dataset",,,"This dataset represents a species known range extent for Peucedramus taeniatus (Olive Warbler). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:52:18.564","2017-11-01 04:52:18.564","reserved",,,
"doi:10.5066/F78051MG","Vermivora celata (Orange-crowned Warbler) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec75e4b063d5d307e743","Dataset",,,"This dataset represents a species known range extent for Vermivora celata (Orange-crowned Warbler). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:52:15.246","2017-11-01 04:52:15.246","reserved",,,
"doi:10.5066/F7CR5SCZ","Trimorphodon vilkinsonii (Texas Lyresnake) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1d3e4b063d5d307db1b","Dataset",,,"This dataset represents a species known range extent for Trimorphodon vilkinsonii (Texas Lyresnake). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:52:12.185","2017-11-01 04:52:12.185","reserved",,,
"doi:10.5066/F7HH6J3P","Micrurus tener (Texas Coralsnake) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebcae4b063d5d307e177","Dataset",,,"This dataset represents a species known range extent for Micrurus tener (Texas Coralsnake). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:52:09.398","2017-11-01 04:52:09.398","reserved",,,
"doi:10.5066/F7N878SJ","Peromyscus polionotus phasma (Anastasia Beach Deermouse) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec0ae4b063d5d307e391","Dataset",,,"This dataset represents a species known range extent for Peromyscus polionotus phasma (Anastasia Beach Deermouse). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:52:06.36","2017-11-01 04:52:06.36","reserved",,,
"doi:10.5066/F7RX9B3N","Rattus rattus (Roof Rat) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1a9e4b063d5d307da4d","Dataset",,,"This dataset represents a species known range extent for Rattus rattus (Roof Rat). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:52:03.616","2017-11-01 04:52:03.616","reserved",,,
"doi:10.5066/F7WQ02S2","Tamias sonomae (Sonoma Chipmunk) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1bde4b063d5d307daa7","Dataset",,,"This dataset represents a species known range extent for Tamias sonomae (Sonoma Chipmunk). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:52:00.547","2017-11-01 04:52:00.547","reserved",,,
"doi:10.5066/F71G0K8C","Reithrodontomys montanus (Plains Harvest Mouse) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e206e4b063d5d307dc2b","Dataset",,,"This dataset represents a species known range extent for Reithrodontomys montanus (Plains Harvest Mouse). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:51:57.537","2017-11-01 04:51:57.537","reserved",,,
"doi:10.5066/F7571B1J","Corynorhinus townsendii (Townsend's Big-eared Bat) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec39e4b063d5d307e521","Dataset",,,"This dataset represents a species known range extent for Corynorhinus townsendii (Townsend's Big-eared Bat). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:51:54.664","2017-11-01 04:51:54.664","reserved",,,
"doi:10.5066/F79022S9","Corynorhinus townsendii australis (Townsend's Big-eared Bat australis) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec06e4b063d5d307e373","Dataset",,,"This dataset represents a species known range extent for Corynorhinus townsendii australis (Townsend's Big-eared Bat australis). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:51:51.572","2017-11-01 04:51:51.572","reserved",,,
"doi:10.5066/F7DR2THB","Brachylagus idahoensis pop. 2 (Pygmy Rabbit (Columbia Basin Population)) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec51e4b063d5d307e619","Dataset",,,"This dataset represents a species known range extent for Brachylagus idahoensis pop. 2 (Pygmy Rabbit (Columbia Basin Population)). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:51:48.657","2017-11-01 04:51:48.657","reserved",,,
"doi:10.5066/F7JH3K55","Geomys bursarius (Plains Pocket Gopher) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebbae4b063d5d307e105","Dataset",,,"This dataset represents a species known range extent for Geomys bursarius (Plains Pocket Gopher). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:51:45.654","2017-11-01 04:51:45.654","reserved",,,
"doi:10.5066/F7P55MHM","Spilogale gracilis (Western Spotted Skunk) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec23e4b063d5d307e479","Dataset",,,"This dataset represents a species known range extent for Spilogale gracilis (Western Spotted Skunk). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:51:42.204","2017-11-01 04:51:42.204","reserved",,,
"doi:10.5066/F7SX6C6K","Lepus callotis (White-sided Jackrabbit) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5eba0e4b063d5d307e01d","Dataset",,,"This dataset represents a species known range extent for Lepus callotis (White-sided Jackrabbit). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:51:39.155","2017-11-01 04:51:39.155","reserved",,,
"doi:10.5066/F7XP73XW","Perognathus inornatus (San Joaquin Pocket Mouse) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebe8e4b063d5d307e26b","Dataset",,,"This dataset represents a species known range extent for Perognathus inornatus (San Joaquin Pocket Mouse). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:51:35.996","2017-11-01 04:51:35.996","reserved",,,
"doi:10.5066/F72F7MFN","Tamias senex (Shadow Chipmunk) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e1a1e4b063d5d307da31","Dataset",,,"This dataset represents a species known range extent for Tamias senex (Shadow Chipmunk). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:51:32.885","2017-11-01 04:51:32.885","reserved",,,
"doi:10.5066/F7668C6T","Calidris alpina (Dunlin) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e28fe4b063d5d307df51","Dataset",,,"This dataset represents a species known range extent for Calidris alpina (Dunlin). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:51:29.942","2017-11-01 04:51:29.942","reserved",,,
"doi:10.5066/F79Z93XT","Empidonax oberholseri (Dusky Flycatcher) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec40e4b063d5d307e565","Dataset",,,"This dataset represents a species known range extent for Empidonax oberholseri (Dusky Flycatcher). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:51:27.259","2017-11-01 04:51:27.259","reserved",,,
"doi:10.5066/F7FQ9VMQ","Alle alle (Dovekie) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ec16e4b063d5d307e405","Dataset",,,"This dataset represents a species known range extent for Alle alle (Dovekie). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:51:24.274","2017-11-01 04:51:24.274","reserved",,,
"doi:10.5066/F7KD1WX8","Gallinula chloropus (Common Moorhen) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5e268e4b063d5d307de77","Dataset",,,"This dataset represents a species known range extent for Gallinula chloropus (Common Moorhen). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:51:21.306","2017-11-01 04:51:21.306","reserved",,,
"doi:10.5066/F7Q52NMJ","Mergus merganser (Common Merganser) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebbde4b063d5d307e11d","Dataset",,,"This dataset represents a species known range extent for Mergus merganser (Common Merganser). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:51:18.354","2017-11-01 04:51:18.354","reserved",,,
"doi:10.5066/F7TX3DCD","Accipiter cooperii (Cooper's Hawk) Range Map","2017","U.S. Geological Survey","https://www.sciencebase.gov/catalog/item/59f5ebc3e4b063d5d307e13d","Dataset",,,"This dataset represents a species known range extent for Accipiter cooperii (Cooper's Hawk). These range maps are created by attributing sub-watershed polygons with information of a species presence, origin, seasonal and reproductive use.","Abstract",,"sbristol@usgs.gov","2017-11-01 04:51:15.46","2017-11-01 04:51:15.46","reserved",,,
